id,nationality,visa_type,consulate,submission_date,decision_date,processing_days,documents_submitted,document_count,sponsor_type,prior_travel,status
case_001853,South Korea,F-1,Hyderabad,2025-05-19,2025-06-30,42,"['Financial Docs', 'I-20', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,approved
case_000089,Mexico,F-1,Kolkata,2025-05-19,2025-06-21,33,"['Financial Docs', 'I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,government,True,approved
case_000700,Brazil,H-1B,Manila,2025-05-19,2025-10-07,141,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,True,approved
case_003557,Nigeria,H-1B,New Delhi,2025-05-19,2025-09-01,105,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,family,False,approved
case_002524,Vietnam,H-1B,Kolkata,2025-05-19,2025-08-16,89,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,employer,False,approved
case_001297,Philippines,H-1B,Shanghai,2025-05-19,2025-09-25,129,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,family,True,rfe
case_004642,Pakistan,J-1,Shanghai,2025-05-20,2025-06-25,36,"['I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",5,family,False,approved
case_001905,Canada,B1/B2,Toronto,2025-05-20,2025-06-02,13,"['Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,government,False,approved
case_004336,Mexico,H-1B,Chennai,2025-05-20,2025-08-06,78,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,employer,False,approved
case_004453,Taiwan,B1/B2,Shanghai,2025-05-20,2025-06-18,29,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,government,False,rfe
case_004019,Germany,F-1,Mumbai,2025-05-20,2025-07-01,42,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_001554,Philippines,B1/B2,Guangzhou,2025-05-20,2025-07-01,42,"['Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,government,False,approved
case_002158,China,F-1,Mexico City,2025-05-20,2025-07-16,57,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,True,rfe
case_002705,Canada,H-1B,Shanghai,2025-05-20,2025-10-07,140,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,university,False,approved
case_001290,Pakistan,B1/B2,New Delhi,2025-05-20,2025-05-30,10,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,employer,False,approved
case_000688,United Kingdom,F-1,Shenyang,2025-05-20,2025-06-25,36,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,rfe
case_000172,Philippines,F-1,Mumbai,2025-05-20,2025-06-22,33,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_001598,Nigeria,H-1B,Frankfurt,2025-05-20,2025-09-23,126,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_001698,Taiwan,H-1B,Kolkata,2025-05-20,2025-08-05,77,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,False,approved
case_002343,Germany,L-1,Manila,2025-05-20,2025-07-21,62,"['I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,approved
case_004678,Vietnam,B1/B2,London,2025-05-20,2025-06-03,14,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,university,True,approved
case_001152,Germany,H-1B,Shanghai,2025-05-20,2025-08-12,84,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,approved
case_001836,Philippines,F-1,Mexico City,2025-05-20,2025-06-22,33,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,False,approved
case_004487,Canada,H-1B,Toronto,2025-05-20,2025-08-27,99,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,self,False,approved
case_000671,Philippines,H-1B,Seoul,2025-05-20,2025-08-05,77,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_000803,Philippines,F-1,Ciudad Juarez,2025-05-20,2025-06-17,28,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",9,self,True,approved
case_000777,Canada,H-1B,Frankfurt,2025-05-21,2025-09-26,128,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,university,False,approved
case_003755,Germany,H-1B,Mumbai,2025-05-21,2025-09-15,117,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,employer,False,approved
case_004752,United Kingdom,B1/B2,Chennai,2025-05-21,2025-06-16,26,"['Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,employer,True,approved
case_004729,China,H-1B,Chennai,2025-05-21,2025-09-01,103,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",10,university,False,approved
case_001629,Vietnam,H-1B,New Delhi,2025-05-21,2025-08-28,99,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,government,True,approved
case_003154,Nigeria,H-1B,Seoul,2025-05-21,2025-08-19,90,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,university,True,approved
case_000754,Germany,L-1,Ciudad Juarez,2025-05-21,2025-07-05,45,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,self,False,approved
case_003447,Philippines,B1/B2,Beijing,2025-05-21,2025-07-01,41,"['Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",5,university,False,rfe
case_002999,Germany,B1/B2,London,2025-05-21,2025-05-31,10,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,family,False,approved
case_000147,India,H-1B,Mumbai,2025-05-21,2025-07-26,66,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,university,False,denied
case_002748,Bangladesh,H-1B,Tokyo,2025-05-21,2025-08-04,75,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_004328,Canada,H-1B,Chennai,2025-05-21,2025-08-23,94,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,True,approved
case_004330,Philippines,L-1,Seoul,2025-05-21,2025-06-29,39,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,university,False,denied
case_002740,Canada,F-1,Ciudad Juarez,2025-05-21,2025-06-18,28,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,True,approved
case_002883,Pakistan,F-1,Hyderabad,2025-05-21,2025-07-03,43,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,university,False,approved
case_003376,Taiwan,L-1,Hyderabad,2025-05-22,2025-08-03,73,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_000249,Taiwan,H-1B,Mumbai,2025-05-22,2025-08-31,101,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_003369,United Kingdom,F-1,Toronto,2025-05-22,2025-06-28,37,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,government,False,approved
case_004740,Mexico,F-1,Chennai,2025-05-22,2025-06-13,22,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_003573,Japan,F-1,Toronto,2025-05-22,2025-06-11,20,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_001064,Philippines,F-1,Guadalajara,2025-05-22,2025-06-15,24,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,family,True,approved
case_002113,Germany,J-1,Mumbai,2025-05-22,2025-06-20,29,"['Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",5,government,False,approved
case_000781,Japan,H-1B,Manila,2025-05-22,2025-07-29,68,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",9,employer,False,approved
case_002675,India,H-1B,Guadalajara,2025-05-22,2025-09-16,117,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,university,False,approved
case_001311,United Kingdom,L-1,Frankfurt,2025-05-22,2025-08-14,84,"['I-797', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_000876,Canada,H-1B,Seoul,2025-05-22,2025-08-18,88,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,approved
case_002512,Pakistan,H-1B,London,2025-05-22,2025-09-09,110,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_000999,China,B1/B2,Beijing,2025-05-22,2025-06-24,33,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,government,False,approved
case_004643,India,L-1,Toronto,2025-05-22,2025-07-23,62,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_001062,Canada,F-1,Ciudad Juarez,2025-05-22,2025-06-13,22,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_003775,China,B1/B2,Shenyang,2025-05-23,2025-06-03,11,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,government,False,approved
case_002438,Germany,L-1,Tokyo,2025-05-23,2025-08-13,82,"['Travel Itinerary', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,university,True,approved
case_000983,Germany,J-1,London,2025-05-23,2025-06-21,29,"['I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",5,self,True,approved
case_000187,Pakistan,F-1,Frankfurt,2025-05-23,2025-07-01,39,"['Financial Docs', 'I-20', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,True,rfe
case_000064,Brazil,H-1B,Hyderabad,2025-05-23,2025-08-24,93,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,True,approved
case_002317,Germany,F-1,Tokyo,2025-05-23,2025-07-05,43,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_000405,Pakistan,F-1,Ciudad Juarez,2025-05-23,2025-06-28,36,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,True,approved
case_003488,United Kingdom,H-1B,Mumbai,2025-05-23,2025-09-10,110,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,True,approved
case_002865,South Korea,L-1,Guadalajara,2025-05-23,2025-07-09,47,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,family,True,approved
case_001092,Germany,B1/B2,Chennai,2025-05-24,2025-06-14,21,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,government,True,approved
case_002863,Taiwan,H-1B,London,2025-05-24,2025-09-18,117,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",10,government,True,approved
case_000989,United Kingdom,H-1B,Shenyang,2025-05-24,2025-08-31,99,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,government,False,approved
case_001896,Philippines,H-1B,London,2025-05-24,2025-09-05,104,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,approved
case_001074,Taiwan,H-1B,Tokyo,2025-05-24,2025-11-08,168,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",10,employer,False,rfe
case_003935,Germany,F-1,Hyderabad,2025-05-24,2025-07-20,57,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",9,university,False,rfe
case_004734,Germany,F-1,London,2025-05-24,2025-07-04,41,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_001565,Germany,B1/B2,New Delhi,2025-05-24,2025-06-18,25,"['Fee Receipt', 'Passport', 'DS-160', 'Photo']",4,employer,False,approved
case_001105,Germany,F-1,London,2025-05-24,2025-06-20,27,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_003549,Germany,B1/B2,Shanghai,2025-05-24,2025-06-15,22,"['Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,university,False,approved
case_002103,South Korea,B1/B2,Guangzhou,2025-05-24,2025-06-26,33,"['Travel Itinerary', 'Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",8,government,False,approved
case_000941,Germany,L-1,Guangzhou,2025-05-25,2025-08-09,76,"['I-797', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_004615,Vietnam,H-1B,Mexico City,2025-05-25,2025-08-13,80,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_002779,Mexico,F-1,Guadalajara,2025-05-25,2025-06-25,31,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,True,approved
case_001864,China,F-1,Ciudad Juarez,2025-05-25,2025-06-19,25,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,government,False,approved
case_000046,Taiwan,B1/B2,Ciudad Juarez,2025-05-25,2025-06-17,23,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,university,False,approved
case_001366,China,H-1B,Tokyo,2025-05-25,2025-09-02,100,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_003738,Japan,H-1B,Tokyo,2025-05-25,2025-08-25,92,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,approved
case_003606,United Kingdom,H-1B,London,2025-05-25,2025-09-10,108,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_004727,Germany,F-1,Guangzhou,2025-05-25,2025-07-04,40,"['Financial Docs', 'I-20', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,family,True,approved
case_004444,Bangladesh,H-1B,New Delhi,2025-05-25,2025-08-15,82,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_002760,China,B1/B2,Toronto,2025-05-25,2025-06-19,25,"['Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",6,university,True,approved
case_003773,United Kingdom,H-1B,Tokyo,2025-05-25,2025-09-19,117,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_002945,South Korea,F-1,Frankfurt,2025-05-25,2025-07-01,37,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_001805,India,L-1,Frankfurt,2025-05-25,2025-07-12,48,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,family,True,approved
case_004584,Canada,O-1,Beijing,2025-05-25,2025-09-09,107,"['I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,rfe
case_000534,Canada,B1/B2,New Delhi,2025-05-25,2025-06-21,27,"['Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,self,False,approved
case_001671,Pakistan,F-1,New Delhi,2025-05-26,2025-07-05,40,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_001031,Japan,F-1,Frankfurt,2025-05-26,2025-07-07,42,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,self,True,approved
case_004117,Bangladesh,H-1B,Beijing,2025-05-26,2025-10-03,130,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_004948,Vietnam,F-1,Toronto,2025-05-26,2025-06-23,28,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",9,university,False,approved
case_000542,South Korea,F-1,Shenyang,2025-05-26,2025-07-02,37,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,self,False,approved
case_000125,Mexico,H-1B,Kolkata,2025-05-26,2025-10-01,128,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,employer,False,approved
case_001824,Nigeria,F-1,Frankfurt,2025-05-26,2025-07-08,43,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,True,approved
case_004887,South Korea,H-1B,Ciudad Juarez,2025-05-26,2025-12-05,193,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,rfe
case_004268,Nigeria,H-1B,Shenyang,2025-05-26,2025-08-14,80,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,True,approved
case_003930,China,L-1,Hyderabad,2025-05-26,2025-07-21,56,"['I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",5,self,False,approved
case_004658,China,H-1B,Chennai,2025-05-26,2025-09-29,126,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,True,rfe
case_000569,Philippines,F-1,Beijing,2025-05-26,2025-07-05,40,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,False,approved
case_003832,Canada,B1/B2,Shenyang,2025-05-26,2025-06-19,24,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,university,True,approved
case_002659,Vietnam,H-1B,Tokyo,2025-05-27,2025-11-01,158,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,True,rfe
case_002867,Bangladesh,H-1B,Ciudad Juarez,2025-05-27,2025-07-30,64,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,university,False,denied
case_004137,Taiwan,B1/B2,Manila,2025-05-27,2025-06-22,26,"['Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,employer,False,approved
case_001358,China,F-1,New Delhi,2025-05-27,2025-06-23,27,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,approved
case_002907,Japan,F-1,Shenyang,2025-05-27,2025-07-01,35,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,approved
case_000433,Vietnam,O-1,New Delhi,2025-05-27,2025-07-13,47,"['I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,self,False,denied
case_001460,Japan,F-1,Guangzhou,2025-05-27,2025-07-21,55,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,family,False,approved
case_004119,China,H-1B,Mumbai,2025-05-27,2025-09-08,104,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,family,False,approved
case_000346,Canada,H-1B,Shenyang,2025-05-27,2025-09-30,126,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_003664,China,H-1B,Guangzhou,2025-05-27,2025-08-15,80,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_002148,South Korea,H-1B,Beijing,2025-05-27,2025-09-27,123,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,True,approved
case_003283,Vietnam,F-1,Shenyang,2025-05-27,2025-06-21,25,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_002303,Taiwan,F-1,Mexico City,2025-05-27,2025-07-04,38,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",11,university,False,approved
case_001564,Nigeria,H-1B,Manila,2025-05-28,2025-08-20,84,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,self,False,approved
case_004270,Pakistan,B1/B2,Toronto,2025-05-28,2025-06-11,14,"['Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo', 'Tax Returns']",7,university,True,approved
case_001203,India,F-1,Chennai,2025-05-28,2025-06-18,21,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_002791,Germany,H-1B,Guangzhou,2025-05-28,2025-12-23,209,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,family,True,rfe
case_003763,Germany,F-1,Manila,2025-05-28,2025-07-22,55,"['Financial Docs', 'I-20', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_002273,United Kingdom,H-1B,Shenyang,2025-05-28,2025-08-09,73,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_002992,Bangladesh,H-1B,London,2025-05-28,2025-07-22,55,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,True,approved
case_004358,Japan,H-1B,Chennai,2025-05-28,2025-08-23,87,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,approved
case_004611,Mexico,B1/B2,Beijing,2025-05-28,2025-06-17,20,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,university,False,approved
case_001738,Nigeria,B1/B2,Kolkata,2025-05-28,2025-06-20,23,"['Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",5,family,False,approved
case_002661,Germany,H-1B,Seoul,2025-05-28,2025-08-22,86,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_001130,Nigeria,H-1B,Kolkata,2025-05-28,2025-08-29,93,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_000820,Mexico,H-1B,Shanghai,2025-05-28,2025-08-24,88,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,self,False,approved
case_002869,Mexico,H-1B,Mexico City,2025-05-28,2025-09-02,97,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,denied
case_002050,Germany,B1/B2,Shenyang,2025-05-28,2025-06-14,17,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,self,True,approved
case_004320,Taiwan,B1/B2,Mumbai,2025-05-28,2025-06-17,20,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,university,False,approved
